City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
298,Camana,PE,-16.6228,-72.7111,70.77,77,85,6.29,overcast clouds
299,Charters Towers,AU,-20.1,146.2667,77.67,46,5,7.96,clear sky
300,Vilhena,BR,-12.7406,-60.1458,84.42,70,40,6.91,scattered clouds
301,Havelock,US,34.8791,-76.9013,75.2,77,40,6.91,scattered clouds
302,Ixtapa,MX,20.7,-105.2,84.22,69,1,5.01,clear sky
303,North Platte,US,41.1239,-100.7654,39.09,38,0,5.75,clear sky
304,Acandi,CO,8.5063,-77.2778,81.63,72,8,7.07,clear sky
305,Esperance,AU,-33.8667,121.9,57.9,86,97,22.57,light rain
306,Angoram,PG,-4.0625,144.0661,73.87,99,97,1.39,overcast clouds
307,Bardsir,IR,29.9227,56.5743,46.72,70,85,6.44,overcast clouds
308,Nantucket,US,41.2835,-70.0995,57.34,95,100,16.93,overcast clouds
309,San Javier,ES,37.8063,-0.8374,59.13,86,20,3.44,few clouds
310,Trofors,NO,65.5333,13.4063,17.47,92,87,6.24,overcast clouds
311,Alice Springs,AU,-23.7,133.8833,76.55,29,74,11.5,broken clouds
312,Bud,US,39.447,-86.1758,48.22,90,100,6.8,overcast clouds
313,Male,MV,4.1748,73.5089,80.55,89,75,14.97,broken clouds
314,Kharan,PK,28.5833,65.4167,59.25,32,61,5.26,broken clouds
315,Sumbe,AO,-11.2061,13.8437,77.52,86,100,5.77,overcast clouds
316,Sertania,BR,-8.0736,-37.2644,83.35,33,24,8.63,few clouds
317,Touros,BR,-5.1989,-35.4608,79.43,78,26,14.74,scattered clouds
318,Bambous Virieux,MU,-20.3428,57.7575,76.21,88,75,13.8,light rain
319,Saint-Augustin,CA,51.226,-58.6502,28.13,90,100,6.11,overcast clouds
320,Uvalde,US,29.3669,-99.767,78.31,71,100,8.05,overcast clouds
321,Iquitos,PE,-3.7481,-73.2472,77.04,78,75,6.91,broken clouds
322,Wattegama,LK,6.7989,81.4808,72.12,77,100,3.47,light rain
323,Les Cayes,HT,18.2,-73.75,81.84,53,0,14.58,clear sky
324,Sangar,RU,63.9242,127.4739,-22.86,91,100,2.57,overcast clouds
325,Prainha,BR,-1.8,-53.48,86.34,56,65,5.1,broken clouds
326,Lahij,YE,13.1667,44.5833,71.31,78,44,4.68,scattered clouds
327,Cayenne,GF,4.9333,-52.3333,82.44,74,0,10.36,clear sky
328,Pacific Grove,US,36.6177,-121.9166,58.41,73,0,7.0,clear sky
329,Semirom,IR,31.4167,51.5667,33.26,86,16,4.47,few clouds
330,Kavieng,PG,-2.5744,150.7967,81.43,77,90,6.55,light rain
331,Benoy,TD,8.9833,16.3199,74.77,23,3,5.53,clear sky
332,Iisalmi,FI,63.5592,27.1907,25.23,96,100,6.42,light snow
333,Marsaxlokk,MT,35.8419,14.5431,61.09,94,4,4.61,clear sky
334,Salta,AR,-24.7859,-65.4117,90.19,31,40,4.61,scattered clouds
335,Celestun,MX,20.8667,-90.4,82.78,63,0,13.71,clear sky
336,Lasa,IT,46.6166,10.7002,31.08,77,33,1.48,scattered clouds
337,Turmalina,BR,-17.2856,-42.73,69.58,95,100,1.81,moderate rain
338,Comodoro Rivadavia,AR,-45.8667,-67.5,57.06,82,100,10.36,light rain
339,Gizo,SB,-8.103,156.8419,82.08,77,95,5.41,moderate rain
340,Chumikan,RU,54.7183,135.315,-3.17,74,95,21.27,overcast clouds
341,Buala,SB,-8.145,159.5921,81.7,78,100,3.13,overcast clouds
342,Aboisso,CI,5.4678,-3.2071,77.94,87,61,4.65,broken clouds
343,Samarai,PG,-10.6167,150.6667,81.97,77,100,3.06,overcast clouds
344,Mehamn,NO,71.0357,27.8492,35.55,80,40,14.97,light rain
345,Qaqortoq,GL,60.7167,-46.0333,24.4,73,97,4.83,overcast clouds
346,Mount Isa,AU,-20.7333,139.5,76.77,47,5,0.0,clear sky
347,Hearst,CA,49.6835,-83.6665,-0.15,84,100,7.29,overcast clouds
