City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
342,Santa Lucia,ES,27.9117,-15.5407,64.76,83,0,1.14,clear sky
343,Adrar,MR,20.5022,-10.0711,72.12,35,0,8.59,clear sky
344,Ambon,ID,-3.6954,128.1814,87.94,66,40,4.61,scattered clouds
345,Ajuchitlan,MX,20.7167,-100.0167,61.21,36,6,3.58,clear sky
346,Banes,CU,20.9625,-75.7186,72.9,75,1,7.27,clear sky
347,Susangerd,IR,31.5608,48.1831,63.36,41,100,9.71,overcast clouds
348,Steamboat Springs,US,40.485,-106.8317,16.93,90,100,0.0,light snow
349,Bosaso,SO,11.2842,49.1816,71.28,76,3,2.53,clear sky
350,Weinan,CN,34.5036,109.5089,33.91,29,49,4.23,scattered clouds
351,Yerbogachen,RU,61.2767,108.0108,-18.11,97,100,5.59,overcast clouds
352,Caravelas,BR,-17.7125,-39.2481,74.43,97,100,4.97,moderate rain
353,Diego De Almagro,CL,-26.3667,-70.05,69.03,40,0,1.97,clear sky
354,La Joya,MX,18.6667,-99.4667,69.39,51,47,5.61,scattered clouds
355,San Matias,BO,-16.3667,-58.4,77.13,77,78,3.76,broken clouds
356,Roma,US,43.2128,-75.4557,27.95,86,100,4.61,overcast clouds
357,Fairbanks,US,64.8378,-147.7164,8.6,84,100,0.0,overcast clouds
358,Altamira,BR,-3.2033,-52.2064,76.96,76,79,2.21,broken clouds
359,Nuevo Progreso,MX,23.1667,-97.95,76.46,69,8,1.99,clear sky
360,Kalangala,UG,-0.3089,32.225,67.35,81,100,11.32,light rain
361,Durban,ZA,-29.8579,31.0292,74.32,95,58,1.99,broken clouds
362,Sao Felix Do Xingu,BR,-6.6447,-51.995,71.06,96,75,0.51,broken clouds
363,Sioux Lookout,CA,50.1001,-91.917,30.27,80,100,6.91,overcast clouds
364,Geraldton,AU,-28.7667,114.6,81.01,34,0,14.97,clear sky
365,Umm Lajj,SA,25.0213,37.2685,72.59,52,0,4.36,clear sky
366,Taunggyi,MM,20.7833,97.0333,61.79,75,23,2.06,few clouds
367,Sillanwali,PK,31.8261,72.5398,54.23,37,0,6.44,clear sky
368,Syracuse,IT,37.0881,15.2792,60.17,83,59,4.12,broken clouds
369,Fare,PF,-16.7,-151.0167,80.11,76,100,12.71,overcast clouds
370,Avera,US,33.194,-82.5271,49.51,66,39,7.99,scattered clouds
371,Nanchong,CN,30.7951,106.0847,47.75,84,100,4.92,overcast clouds
372,Faya,SA,18.3851,42.4509,51.91,68,0,0.96,clear sky
373,Olinda,BR,-8.0089,-34.8553,80.33,74,75,9.22,broken clouds
374,Yanam,IN,16.7333,82.2167,74.59,78,94,1.9,overcast clouds
375,Sur,OM,22.5667,59.5289,72.7,54,0,7.52,clear sky
376,Tual,ID,-5.6667,132.75,83.48,69,100,4.65,overcast clouds
377,Karratha,AU,-20.7377,116.8463,95.77,22,80,3.58,broken clouds
378,West Bay,KY,19.3667,-81.4167,78.01,78,20,8.05,few clouds
379,Gigmoto,PH,13.7796,124.39,82.29,83,83,7.72,broken clouds
380,Fukue,JP,32.6881,128.8419,44.96,61,75,16.11,broken clouds
381,Wadi Musa,JO,30.3222,35.4793,49.05,68,100,2.48,overcast clouds
382,Rawson,AR,-43.3002,-65.1023,62.83,58,57,4.79,broken clouds
383,Durango,MX,24.8333,-104.8333,48.88,42,25,8.97,scattered clouds
384,Pekan,MY,3.4836,103.3996,76.96,89,99,4.74,light rain
385,Rio Grande,BR,-32.035,-52.0986,64.36,63,0,8.61,clear sky
386,Jizan,SA,17.3333,42.6667,74.34,76,2,2.77,clear sky
387,Palmeiras De Goias,BR,-16.805,-49.9258,69.42,98,100,4.14,moderate rain
388,Raseiniai,LT,55.3736,23.1217,20.68,95,98,7.85,overcast clouds
389,Yuancheng,CN,36.652,107.7896,25.25,28,0,7.67,clear sky
390,Tallahassee,US,30.4383,-84.2807,62.8,83,67,1.01,broken clouds
391,Tiznit,MA,29.5833,-9.5,64.9,67,0,1.99,clear sky
392,Wiwili,NI,13.6268,-85.8254,70.38,80,42,3.53,scattered clouds
393,Longyearbyen,SJ,78.2186,15.6401,-9.69,81,49,6.46,scattered clouds
394,Port Hedland,AU,-20.3167,118.5667,91.45,62,40,16.11,scattered clouds
395,Sorland,NO,67.667,12.6934,33.66,60,100,18.07,overcast clouds
396,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,78.1,70,100,3.69,heavy intensity rain
397,Dolores,AR,-36.3132,-57.6792,62.2,48,0,12.64,clear sky
398,Valparaiso,CL,-33.0393,-71.6273,64.04,63,0,2.3,clear sky
399,Vardo,NO,70.3705,31.1107,28.38,100,100,17.27,snow
400,Teguajinal,HN,15.3667,-86.6,64.4,89,89,2.48,overcast clouds
401,San Jeronimo,PE,-11.9472,-75.2829,49.01,86,100,4.5,overcast clouds
402,Maple Creek,CA,49.9168,-109.4848,21.61,84,6,2.3,clear sky
403,Kieta,PG,-6.2167,155.6333,82.54,79,81,3.02,moderate rain
404,Khandyga,RU,62.6667,135.6,-53.54,99,53,0.47,broken clouds
405,Dingle,PH,10.9995,122.6711,83.35,78,73,10.8,broken clouds
406,Omboue,GA,-1.5746,9.2618,74.59,90,96,2.77,overcast clouds
407,Carmen,MX,18.6333,-91.8333,77.74,77,12,8.77,few clouds
408,Clarence Town,AU,-32.5833,151.7833,77.14,21,83,15.52,broken clouds
409,Angren,UZ,41.0167,70.1436,36.55,53,100,7.0,overcast clouds
410,Smithers,CA,54.7804,-127.1743,23.32,86,100,6.91,overcast clouds
411,Vershino-Shakhtaminskiy,RU,51.3012,117.8868,-20.61,79,19,3.18,few clouds
412,Karasjok,NO,69.4719,25.5112,14.79,96,100,4.7,light snow
413,Rio De Janeiro,BR,-22.9028,-43.2075,74.95,80,100,8.05,overcast clouds
414,Waynesboro,US,38.0685,-78.8895,29.77,90,0,0.0,clear sky
415,Marsa Matruh,EG,31.3525,27.2453,61.0,67,0,9.22,clear sky
416,Gao,ML,16.6362,1.637,68.22,12,1,10.98,clear sky
417,Leiyang,CN,26.4024,112.8591,48.79,48,0,6.15,clear sky
418,Zapolyarnyy,RU,69.4154,30.8136,16.88,97,100,4.0,overcast clouds
419,Saint-Joseph,RE,-21.3667,55.6167,71.98,79,26,10.67,scattered clouds
420,Buenavista,PH,8.9769,125.4089,83.86,71,99,4.88,overcast clouds
421,Davila,PH,18.4726,120.5763,84.18,71,55,13.53,broken clouds
422,Luneville,FR,48.6,6.5,28.78,63,100,3.11,overcast clouds
423,Deputatskiy,RU,69.3,139.9,-34.47,97,89,6.49,overcast clouds
424,Lavrentiya,RU,65.5833,-171.0,-0.71,74,29,5.64,scattered clouds
425,Pangody,RU,65.85,74.4859,-3.44,90,100,12.41,overcast clouds
426,Myitkyina,MM,25.3833,97.4,65.41,59,2,2.77,clear sky
427,Port Augusta,AU,-32.5,137.7667,67.84,35,0,16.13,clear sky
428,Calderitas,MX,18.55,-88.25,75.76,87,100,7.78,overcast clouds
429,Asosa,ET,10.0667,34.5333,62.26,43,6,3.36,clear sky
430,Manama,BH,26.2154,50.5832,66.18,77,0,0.0,clear sky
431,Vostok,RU,46.4856,135.8833,-6.12,90,100,10.71,overcast clouds
432,Cabo Rojo,PR,18.0866,-67.1457,73.96,87,18,1.01,few clouds
433,Natal,BR,-5.795,-35.2094,79.45,78,20,10.36,few clouds
434,Rio Bueno,CL,-40.3167,-72.9667,60.94,78,100,4.27,overcast clouds
435,Karaton,ID,-6.3424,106.1045,81.72,74,100,6.22,overcast clouds
436,Aasiaat,GL,68.7098,-52.8699,14.22,87,99,9.01,overcast clouds
437,General Pico,AR,-35.6566,-63.7568,69.94,24,0,10.04,clear sky
438,Nouakchott,MR,18.0858,-15.9785,73.33,30,0,10.58,clear sky
439,Vanavara,RU,60.34,102.2797,-18.47,97,100,4.52,overcast clouds
440,Tawang,IN,27.5833,91.8667,43.27,52,31,0.96,scattered clouds
441,Khuzdar,PK,27.7384,66.6434,48.42,57,0,3.49,clear sky
442,Umm Kaddadah,SD,13.6017,26.6876,62.2,19,100,11.27,overcast clouds
443,Rio Gallegos,AR,-51.6226,-69.2181,51.85,30,75,16.11,broken clouds
444,Kloulklubed,PW,7.0419,134.2556,83.75,75,100,17.09,overcast clouds
445,San Jose,US,37.3394,-121.895,50.4,69,0,1.99,clear sky
446,Katangli,RU,51.7102,143.2326,13.53,85,88,18.99,overcast clouds
447,Paraiso,CR,9.8383,-83.8656,65.26,91,80,3.09,broken clouds
448,Chicama,PE,-7.8447,-79.1469,68.54,72,100,2.95,overcast clouds
449,Shache,CN,38.4167,77.2406,26.71,48,68,6.58,broken clouds
450,Hami,CN,42.8,93.45,22.44,37,100,1.25,overcast clouds
451,Bombay,IN,19.0144,72.8479,82.38,65,40,6.91,haze
452,Bam,IR,29.106,58.357,45.14,41,0,2.04,clear sky
453,Baiyin,CN,36.5583,104.2081,21.74,24,0,1.36,clear sky
454,Mecca,SA,21.4267,39.8261,73.29,71,5,3.11,clear sky
455,Skjervoy,NO,70.0311,20.9714,12.2,71,100,10.2,overcast clouds
456,Guanaja,HN,16.4,-85.9,80.71,79,100,23.73,overcast clouds
457,Makarov,RU,48.6333,142.8,16.57,78,42,17.47,scattered clouds
458,Scarborough,GB,54.2797,-0.4044,29.91,90,66,7.0,broken clouds
459,Palmer,US,42.1584,-72.3287,31.44,64,0,6.91,clear sky
460,Menongue,AO,-14.6585,17.691,61.74,98,100,3.71,overcast clouds
461,Kaseda,JP,31.4167,130.3167,50.94,70,98,26.6,overcast clouds
462,Tomatlan,MX,19.9333,-105.25,67.84,71,80,2.33,broken clouds
463,Cayenne,GF,4.9333,-52.3333,77.04,94,40,3.44,scattered clouds
464,Rovinj,HR,45.08,13.64,41.29,80,100,5.53,overcast clouds
465,Grindavik,IS,63.8424,-22.4338,21.67,73,9,9.22,clear sky
466,Nova Venecia,BR,-18.7106,-40.4006,74.98,95,100,2.19,moderate rain
467,Tianpeng,CN,30.9866,103.9393,45.07,68,97,4.5,overcast clouds
468,Callaway,US,30.153,-85.5699,66.97,86,100,4.0,overcast clouds
469,Kralendijk,BQ,12.15,-68.2667,80.04,73,49,17.78,scattered clouds
470,Sesheke,ZM,-17.4759,24.2968,67.98,77,8,5.39,clear sky
471,Shagonar,RU,51.5333,92.8,-4.72,97,100,1.28,overcast clouds
472,Maragogi,BR,-9.0122,-35.2225,77.61,78,6,9.33,clear sky
473,Sistranda,NO,63.7256,8.834,21.16,57,100,9.69,overcast clouds
474,Dharchula,IN,29.85,80.5333,52.74,14,0,8.95,clear sky
475,Kyren,RU,51.6828,102.1408,-1.95,80,99,0.63,overcast clouds
476,Nyurba,RU,63.2842,118.3319,-14.33,98,100,3.69,overcast clouds
477,Pirai,BR,-22.6292,-43.8981,65.28,96,100,6.49,overcast clouds
478,Zyryanka,RU,65.75,150.85,-38.43,92,22,9.55,few clouds
479,Gander,CA,48.9682,-54.5906,37.53,93,100,31.07,light intensity shower rain
480,Tautira,PF,-17.7333,-149.15,79.25,79,100,17.43,light rain
481,Newport Beach,US,33.6189,-117.9289,55.09,78,0,1.99,clear sky
482,Muroran,JP,42.3172,140.9881,29.8,72,100,23.91,light snow
483,Coihaique,CL,-45.5752,-72.0662,51.75,71,100,11.5,light rain
484,Shenjiamen,CN,29.9576,122.298,47.03,54,98,20.62,overcast clouds
485,Manakara,MG,-22.1333,48.0167,72.61,87,100,5.59,light rain
486,Pioner,RU,55.3166,85.9508,-9.96,83,75,11.18,broken clouds
487,Bojnurd,IR,37.4747,57.329,37.35,60,20,4.61,few clouds
488,Taywarah,AF,33.35,64.4167,29.16,36,1,1.57,clear sky
489,Brae,GB,60.3964,-1.353,34.66,68,100,27.92,snow
490,Buchlovice,CZ,49.0863,17.3385,20.68,86,83,3.51,broken clouds
491,Bonavista,CA,48.6499,-53.1147,38.17,87,100,32.79,overcast clouds
492,Linda,US,39.1277,-121.5508,46.62,80,5,1.01,clear sky
493,Tuatapere,NZ,-46.1333,167.6833,68.52,61,30,5.21,scattered clouds
494,Sault Sainte Marie,CA,46.5168,-84.3333,22.82,68,75,9.22,broken clouds
495,Gilgit,PK,35.9221,74.3087,35.02,50,100,4.47,overcast clouds
496,Antofagasta,CL,-23.65,-70.4,67.28,68,32,2.89,scattered clouds
497,Ponta Delgada,PT,37.7333,-25.6667,59.72,77,40,28.77,light rain
498,Adre,TD,13.4667,22.2,64.4,16,100,11.74,overcast clouds
499,Aklavik,CA,68.2191,-135.0107,-13.22,88,1,4.09,clear sky
500,Kalemie,CD,-5.9475,29.1947,67.01,93,93,9.55,light rain
501,Boiro,ES,42.65,-8.9,59.54,82,95,14.63,overcast clouds
502,Amahai,ID,-3.3333,128.9167,85.68,66,23,3.65,few clouds
503,Hambantota,LK,6.1241,81.1185,73.74,100,20,0.0,few clouds
504,Iqaluit,CA,63.7506,-68.5145,15.53,92,75,2.3,broken clouds
505,Nhulunbuy,AU,-12.2333,136.7667,92.01,55,40,8.05,scattered clouds
506,Krasnoborsk,RU,61.5598,45.934,21.06,83,64,11.52,broken clouds
507,Padre Paraiso,BR,-17.0742,-41.4844,70.52,91,100,5.35,moderate rain
508,Maine-Soroa,NE,13.2114,12.0241,65.98,15,61,8.95,broken clouds
509,Muroto,JP,33.2833,134.15,52.14,56,6,24.38,clear sky
510,Byron Bay,AU,-28.65,153.6167,84.7,50,66,5.66,broken clouds
511,Liverpool,GB,53.4106,-2.9779,24.82,94,18,3.87,few clouds
512,San Rafael Del Sur,NI,11.8485,-86.4384,77.97,75,90,10.04,overcast clouds
513,Sakete,BJ,6.7362,2.6587,74.84,87,100,3.49,light rain
514,Cortes,ES,41.9395,-1.4396,50.05,93,100,6.69,overcast clouds
515,Praya,CV,14.9215,-23.5087,75.74,53,0,9.22,clear sky
516,Caluquembe,AO,-13.7833,14.6833,59.83,82,100,1.54,overcast clouds
517,Roblin,CA,51.23,-101.3565,14.72,96,98,5.26,overcast clouds
518,Kysyl-Syr,RU,63.8986,122.7617,-40.77,100,100,4.29,overcast clouds
519,Bocana De Paiwas,NI,12.7857,-85.1227,69.58,93,7,4.41,clear sky
520,San Rafael,AR,-34.6177,-68.3301,79.93,13,0,9.28,clear sky
521,Korla,CN,41.7597,86.1469,17.19,75,3,5.23,clear sky
522,Usinsk,RU,65.9939,57.5281,13.66,94,100,17.76,light snow
523,Black River,JM,18.0264,-77.8487,74.19,83,43,4.12,scattered clouds
524,Rasskazovo,RU,52.6714,41.9033,24.66,94,100,24.09,snow
525,Felipe Carrillo Puerto,MX,19.5833,-88.05,70.74,94,80,2.66,broken clouds
526,Barranca,PE,-10.75,-77.7667,69.06,79,100,3.36,overcast clouds
527,Asfi,MA,32.2994,-9.2372,66.4,84,28,17.63,scattered clouds
528,Kabalo,CD,-6.05,26.9167,66.74,99,100,2.42,light rain
529,Mabaruma,GY,8.2,-59.7833,72.27,98,62,3.02,broken clouds
530,Namatanai,PG,-3.6667,152.4333,83.91,72,47,4.56,light rain
531,Clyde River,CA,70.4692,-68.5914,14.23,73,100,4.61,overcast clouds
532,La Rioja,ES,42.25,-2.5,38.98,87,87,9.53,overcast clouds
533,Cavalcante,BR,-13.7975,-47.4583,68.65,91,94,1.57,overcast clouds
534,Jumla,NP,29.2747,82.1838,40.59,13,0,5.23,clear sky
535,Ayan,RU,56.45,138.1667,-14.24,71,100,17.63,overcast clouds
536,Constantine,DZ,36.365,6.6147,56.61,76,40,4.61,scattered clouds
537,Tomari,RU,47.7658,142.0683,15.84,74,100,21.81,overcast clouds
538,Phan Thiet,VN,10.9333,108.1,76.51,70,99,1.16,overcast clouds
539,Labytnangi,RU,66.6572,66.4183,-1.37,97,100,7.36,overcast clouds
540,Mehriz,IR,31.5917,54.4318,39.7,38,79,2.42,broken clouds
541,Goundam,ML,16.4145,-3.6708,69.71,11,0,7.4,clear sky
542,Puerto Madryn,AR,-42.7692,-65.0385,65.26,57,37,6.04,scattered clouds
543,Lima,PE,-12.0432,-77.0282,70.9,79,20,12.66,few clouds
544,Nizwa,OM,22.9333,57.5333,63.48,69,0,3.29,clear sky
545,Havre-Saint-Pierre,CA,50.2334,-63.5986,37.76,75,100,28.77,overcast clouds
546,Montpellier,FR,43.6109,3.8772,46.56,99,100,13.8,overcast clouds
547,Bria,CF,6.5423,21.9863,68.92,65,47,3.44,scattered clouds
548,Seydi,TM,39.4816,62.9137,39.52,64,100,12.55,overcast clouds
549,La Rochelle,FR,46.1667,-1.15,44.67,100,100,11.5,fog
550,Jacareacanga,BR,-6.2222,-57.7528,71.13,100,100,0.47,light rain
551,Santa Barbara,US,34.7333,-120.0343,46.83,72,0,6.91,clear sky
552,Maniitsoq,GL,65.4167,-52.9,19.63,77,92,8.81,overcast clouds
553,Kemijarvi,FI,66.7131,27.4306,12.96,95,100,4.63,overcast clouds
554,Sabang,ID,5.8933,95.3214,79.66,84,100,22.15,moderate rain
555,Cartagena,CO,10.3997,-75.5144,78.42,89,0,13.8,clear sky
556,Luanda,AO,-8.8368,13.2343,78.8,78,75,4.61,broken clouds
557,Santa Cruz Cabralia,BR,-16.2781,-39.0247,79.03,83,0,13.8,clear sky
558,Boa Vista,BR,2.8197,-60.6733,78.78,89,0,2.3,clear sky
559,Botwood,CA,49.1499,-55.3482,38.89,80,100,18.84,overcast clouds
560,Billings,US,45.7833,-108.5007,7.23,97,79,2.95,broken clouds
561,Raga,SS,8.4596,25.678,69.78,25,13,4.79,few clouds
562,Carballo,ES,43.213,-8.691,58.77,88,98,10.92,overcast clouds
563,Ardakan,IR,32.31,54.0175,46.47,37,98,0.76,overcast clouds
564,Egvekinot,RU,66.3167,-179.1667,-7.83,73,100,2.75,overcast clouds
565,Pipri,IN,19.8,75.5333,72.18,88,40,3.44,haze
566,Shubarshi,KZ,48.5872,57.1869,14.72,73,3,9.64,clear sky
567,Ugoofaaru,MV,5.6667,73.0,80.65,77,100,8.46,overcast clouds
568,Makinsk,KZ,52.6292,70.4169,-7.76,97,54,6.29,broken clouds
569,Hirara,JP,24.8,125.2833,66.47,68,75,24.16,broken clouds
570,Fethiye,TR,36.6217,29.1164,58.87,86,100,5.97,overcast clouds
571,Malatya,TR,38.5,38.0,41.05,93,100,0.0,overcast clouds
572,Plettenberg Bay,ZA,-34.0527,23.3716,65.43,86,2,3.56,clear sky
573,Hovd,MN,48.0056,91.6419,-0.22,79,93,2.26,overcast clouds
574,Buritis,BR,-15.6178,-46.4233,71.58,89,100,3.51,overcast clouds
575,Chincha Alta,PE,-13.4099,-76.1323,68.59,82,37,2.37,scattered clouds
576,Sept-Iles,CA,50.2001,-66.3821,32.52,86,100,19.57,snow
577,Gravdal,NO,68.1214,13.5031,29.86,66,100,12.1,overcast clouds
578,Amealco,MX,20.1833,-100.15,49.66,60,8,6.02,clear sky
579,Pandan,PH,14.0453,124.1694,81.73,84,89,9.13,overcast clouds
580,Taldan,RU,53.6667,124.8,-20.34,80,60,6.91,broken clouds
581,Linxia,CN,35.6003,103.2064,24.66,27,0,2.15,clear sky
582,Kathmandu,NP,27.7167,85.3167,46.62,87,75,2.3,mist
583,Poselki,RU,53.1324,46.5031,19.02,66,0,16.55,clear sky
584,Trairi,BR,-3.2778,-39.2689,78.39,79,72,8.03,broken clouds
585,San Vicente De Canete,PE,-13.0751,-76.3835,69.01,81,30,3.09,scattered clouds
586,Kutum,SD,14.2,24.6667,57.0,22,100,5.53,overcast clouds
587,Luau,AO,-10.7073,22.2247,62.42,99,100,3.02,light rain
588,Akranes,IS,64.3218,-22.0749,21.76,64,25,9.95,scattered clouds
589,Gubkinskiy,RU,64.434,76.5026,-6.48,85,100,11.32,overcast clouds
590,Leshukonskoye,RU,64.8989,45.7622,27.05,93,100,9.35,overcast clouds
591,Shihezi,CN,44.3,86.0333,12.11,88,100,1.72,overcast clouds
592,Tokur,RU,53.1333,132.9,-17.59,90,100,6.15,overcast clouds
593,Palkan,PH,6.2964,125.0317,77.22,66,98,4.47,overcast clouds
594,Mitsamiouli,KM,-11.3847,43.2844,79.63,80,19,9.66,light rain
595,Derzhavinsk,KZ,51.1,66.3167,5.83,93,32,8.66,scattered clouds
596,Gambela,ET,8.25,34.5833,74.8,64,22,2.71,few clouds
597,Van,TR,38.4924,43.3831,36.52,86,85,0.4,overcast clouds
598,Puerto Del Rosario,ES,28.5004,-13.8627,65.95,82,0,5.75,clear sky
599,Ixtapa,MX,20.7,-105.2,65.71,75,96,2.73,overcast clouds
600,Ust-Nera,RU,64.5667,143.2,-52.06,96,70,1.41,broken clouds
601,Port Moresby,PG,-9.4431,147.1797,87.22,74,40,13.8,scattered clouds
602,Galveston,US,29.3669,-94.9669,76.17,90,99,1.99,overcast clouds
603,Kargopol,RU,61.5071,38.9456,26.26,98,100,4.34,light snow
604,Buala,SB,-8.145,159.5921,83.21,75,43,1.68,moderate rain
605,Jiazi,CN,22.8779,116.067,52.57,83,100,11.43,overcast clouds
606,Merauke,ID,-8.4667,140.3333,79.34,78,100,1.52,overcast clouds
607,Maumere,ID,-8.6199,122.2111,86.02,65,68,1.16,broken clouds
608,Batetskiy,RU,58.6461,30.3027,19.9,91,98,7.07,overcast clouds
609,Shingu,JP,33.7333,135.9833,48.42,65,50,17.31,scattered clouds
610,Imeni Stepana Razina,RU,54.8932,44.2963,20.05,76,0,17.43,clear sky
611,Upata,VE,8.0086,-62.3989,69.6,95,16,3.49,few clouds
612,Xixiang,CN,35.1628,112.865,34.2,22,0,3.0,clear sky
613,Agirish,RU,61.9247,63.0231,3.02,96,100,9.1,overcast clouds
614,Zhezkazgan,KZ,47.8043,67.7144,1.38,78,0,6.71,clear sky
615,Santa Rosa,PH,14.3122,121.1114,86.11,82,30,11.34,scattered clouds
616,Bhagwantnagar,IN,26.2333,80.75,57.85,42,0,7.45,clear sky
617,Templin,DE,53.1186,13.5022,24.19,94,46,5.66,scattered clouds
618,Portland,US,45.5234,-122.6762,41.83,89,100,1.01,overcast clouds
619,Houma,US,29.5958,-90.7195,73.99,92,100,7.0,overcast clouds
620,Halifax,CA,44.6453,-63.5724,24.69,67,22,13.0,few clouds
621,Necochea,AR,-38.5473,-58.7368,61.23,51,0,6.13,clear sky
622,Swan River,CA,52.1058,-101.2676,21.09,93,96,6.91,overcast clouds
623,Mezen,RU,65.8522,44.24,25.95,94,100,9.91,overcast clouds
624,Salalah,OM,17.0151,54.0924,69.91,41,0,8.28,clear sky
625,Colares,PT,38.7992,-9.4469,62.76,94,100,20.0,overcast clouds
626,Caceres,ES,39.522,-6.3748,56.17,86,100,10.51,overcast clouds
627,Nayoro,JP,44.3506,142.4578,22.24,87,97,11.18,light snow
628,Zhangye,CN,38.9342,100.4517,21.4,23,8,9.48,clear sky
629,Bageshwar,IN,29.85,79.7667,49.59,22,0,3.31,clear sky
630,Praia Da Vitoria,PT,38.7333,-27.0667,55.76,88,40,25.12,light rain
631,Vernon,CA,50.2581,-119.2691,30.81,80,32,1.14,scattered clouds
632,Whitehorse,CA,60.7161,-135.0538,16.57,79,75,16.11,broken clouds
633,Sibolga,ID,1.7427,98.7792,74.25,96,100,4.88,light rain
634,Parkes,AU,-33.1333,148.1833,64.47,26,2,16.17,clear sky
635,La Cruz,MX,23.9167,-106.9,64.58,70,1,7.67,clear sky
636,Mount Isa,AU,-20.7333,139.5,89.37,10,35,17.27,scattered clouds
637,Monok,HU,48.2167,21.15,26.4,84,17,3.22,few clouds
638,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,71.55,24,0,5.68,clear sky
639,Emba,KZ,48.8264,58.1442,15.87,66,0,11.86,clear sky
640,Foumban,CM,5.7291,10.9001,62.69,40,2,3.74,clear sky
641,Vallenar,CL,-28.5708,-70.7581,71.94,44,0,3.76,clear sky
642,Zabol,AF,32.25,67.25,34.48,43,55,3.4,broken clouds
643,Ternate,ID,0.8,127.4,83.21,73,80,5.77,broken clouds
644,Arlit,NE,18.7369,7.3853,66.49,23,39,3.74,scattered clouds
645,Goure,NE,13.9835,10.2704,63.45,14,36,8.23,scattered clouds
646,Dauriya,RU,49.9333,116.8667,-27.27,85,5,2.24,clear sky
647,Kibondo,TZ,-3.5864,30.7203,59.86,92,100,2.1,overcast clouds
648,Corowa,AU,-36.0333,146.3833,62.58,68,67,17.31,broken clouds
649,Winfield,US,37.2398,-96.9956,44.51,67,0,3.0,clear sky
650,Chernyshevskiy,RU,63.0128,112.4714,-24.03,100,100,3.29,overcast clouds
651,Erdenet,MN,49.0333,104.0833,-8.63,78,98,5.37,overcast clouds
652,West Odessa,US,31.8424,-102.4988,51.21,34,0,13.51,clear sky
653,Acapulco,MX,16.8634,-99.8901,76.1,81,50,6.96,scattered clouds
654,Vidim,RU,56.4088,103.1106,-27.02,100,66,2.44,broken clouds
655,Puerto Escondido,MX,15.85,-97.0667,76.96,81,35,3.42,scattered clouds
656,Chingirlau,KZ,51.095,54.0814,16.56,66,0,13.94,clear sky
657,Aden,YE,12.7794,45.0367,77.29,70,35,14.7,scattered clouds
658,Motihari,IN,26.65,84.9167,59.27,45,0,2.44,clear sky
659,Erzin,TR,36.9559,36.2,54.59,72,100,7.63,overcast clouds
